"StockCode","meanRet","tradeNums","winRatio","sdRet","maxRet","minRet","avgHoldDays"
"2886.TW",0.52,70,58.57,5.54,12.41,-12.24,25.64
"2887.TW",0.16,70,51.43,6.39,20.95,-23.16,25.64
"2888.TW",-0.54,70,41.43,6.72,16.86,-27.99,25.64
"2889.TW",-0.31,70,41.43,4.89,17.57,-14.75,25.64
"2890.TW",0.43,70,45.71,5.86,13.99,-15.65,25.64
"2891.TW",0.35,70,54.29,5.82,20.94,-15.87,25.64
"2892.TW",0.33,70,50,5.26,18.77,-11.45,25.64
"2897.TW",-0.11,54,33.33,3.75,13.72,-5.24,24.56
"2901.TW",-0.44,70,45.71,3.99,12.32,-9.72,25.64
"2903.TW",0.32,70,45.71,8.26,22.57,-16.87,25.64
"2904.TW",-0.35,65,43.08,5.71,18.54,-16.25,26.8
"2905.TW",0.54,70,44.29,7.97,28.91,-16.53,25.64
"2906.TW",-0.04,70,40,5.35,22.32,-12.13,25.64
"2908.TW",-0.13,70,44.29,4.37,13.72,-13.17,25.64
"2910.TW",0.64,70,58.57,9.17,32.22,-28.52,25.64
"2911.TW",-0.12,70,41.43,8.17,20.82,-22.89,25.64
"2912.TW",0.77,70,51.43,4.98,14.72,-13.63,25.64
"2913.TW",0.56,70,51.43,8.53,27.49,-19.71,25.64
"2915.TW",2.14,70,57.14,11.22,38.74,-31.02,25.64
"2923.TW",-0.91,26,30.77,7.68,16.09,-21.45,29.19
"2929.TW",0.38,36,55.56,9.9,23.38,-24.45,26.5
"2936.TW",-0.39,12,50,6.22,8.58,-10.13,20.67
"2939.TW",-8.36,7,0,5.09,-1.95,-16.55,27.86
"3002.TW",-1.48,70,42.86,6.96,23.97,-19.71,25.64
"3003.TW",1.71,70,52.86,12.71,40.7,-22.11,25.64
"3004.TW",3.25,69,56.52,12.49,55.07,-20.25,25.45
"3005.TW",0.64,70,55.71,10.5,38.7,-36.43,25.64
"3006.TW",-0.39,70,45.71,11.56,35.86,-28.97,25.64
"3008.TW",3.86,70,57.14,12.6,44.21,-29.68,25.64
"3010.TW",-0.4,70,48.57,4.53,11.04,-18.67,25.64
"3011.TW",0.84,70,44.29,11.72,39.21,-23.74,25.64
"3013.TW",-1.93,70,41.43,14.02,53.04,-34.27,25.64
"3014.TW",-1.07,70,52.86,8.39,31.69,-31.33,25.64
"3015.TW",-0.46,70,51.43,6.42,28.96,-15.61,25.64
"3016.TW",4.56,70,48.57,24.13,97.62,-33.11,25.64
"3017.TW",0.3,70,52.86,9,38.23,-20.83,25.64
"3018.TW",-0.36,69,42.03,9.65,29.93,-25.53,25
"3019.TW",-0.15,70,42.86,16.63,110.64,-23.82,25.64
"3021.TW",-1.16,70,35.71,5.31,15.36,-14.94,25.64
"3022.TW",0.45,70,50,7.93,38.24,-30.75,25.64
"3023.TW",1.09,70,54.29,5.71,18.08,-14.11,25.64
"3024.TW",-1.03,70,35.71,9.68,28.98,-28.36,25.64
"3025.TW",2.5,70,45.71,13.5,45.65,-30.96,25.64
"3026.TW",1.28,70,44.29,12.66,71.58,-20.75,25.64
"3027.TW",0.5,70,51.43,10.61,43.4,-23.49,25.64
"3028.TW",0.25,70,55.71,3.64,16.03,-9.05,25.64
"3029.TW",2.16,70,52.86,15.91,60.13,-36.5,25.64
"3030.TW",1.95,66,50,10.82,44.94,-23.84,29.35
"3031.TW",-1.18,70,42.86,9.79,29.51,-33.11,25.64
"3032.TW",1.98,70,47.14,13.87,62.51,-26.98,25.64
"3033.TW",-0.22,70,44.29,4.91,14.16,-14.37,25.64
"3034.TW",0.85,70,61.43,6.87,16.97,-15.94,25.64
"3035.TW",-1.26,70,48.57,9.51,18.21,-29.42,25.64
"3036.TW",0.53,70,48.57,6.17,18.71,-18.89,25.64
"3037.TW",-1.59,70,41.43,9.75,24.68,-28.97,25.64
"3038.TW",-0.54,70,38.57,12.47,43.3,-32.91,25.64
"3040.TW",-0.02,68,41.18,7.26,29.71,-15.68,24.74
"3041.TW",-0.93,70,52.86,9.54,39.39,-25.08,25.64
"3042.TW",0.08,70,47.14,7.6,23.83,-29.17,25.64
"3043.TW",-0.6,70,47.14,18.66,72.51,-47.3,25.64
"3044.TW",-0.34,70,51.43,8.08,24.38,-25.55,25.64
"3045.TW",-0.14,70,38.57,3.78,14.55,-8.71,26.51
"3046.TW",-0.19,65,43.08,11.89,36.37,-21.52,25.4
"3047.TW",-0.27,68,45.59,9.25,46.41,-19.83,24.74
"3048.TW",-0.34,70,41.43,8.57,35.9,-20.49,25.64
"3049.TW",0.04,70,47.14,14.03,42.69,-44.06,25.64
"3050.TW",-0.06,70,44.29,10.86,32.18,-26.79,25.64
"3051.TW",-0.07,70,44.29,16.36,86.57,-23.32,26.09
"3052.TW",-0.71,70,40,8.03,28.2,-21.22,25.64
"3054.TW",0.04,70,47.14,11.42,42,-23.24,25.64
"3055.TW",0.93,70,55.71,9.72,33.29,-23.88,25.64
"3056.TW",1.59,70,50,9.43,41.71,-14.65,25.64
"3057.TW",-0.58,70,42.86,13.16,45.86,-45.87,25.64
"3058.TW",-0.62,70,41.43,8.19,30.69,-25.19,25.64
"3059.TW",-0.71,70,35.71,12.26,59.48,-21.3,25.64
"3060.TW",0.46,70,51.43,10.2,35.26,-22.77,25.64
"3062.TW",-1.02,70,47.14,8.38,32.05,-27.99,25.64
"3090.TW",2.38,70,54.29,12.39,85.74,-12.86,25.64
"3094.TW",0.21,70,50,10.45,31.21,-21.56,25.64
"3130.TW",2.07,63,46.03,11.59,49.89,-18.25,27.32
"3149.TW",-1.42,54,48.15,12.74,40.79,-37.59,24.56
"3164.TW",-1.06,70,30,13.04,47.46,-28.34,25.64
"3167.TW",-0.54,54,44.44,7.11,17.74,-21.67,24.56
"3189.TW",-0.23,70,50,7.35,18.28,-19.55,25.64
"3209.TW",-0.35,70,45.71,7.4,21.75,-24.25,25.64
"3229.TW",4.38,70,52.86,19.33,109.1,-18.59,25.64
"3231.TW",-1.09,70,44.29,8.23,28.45,-28.25,25.64
"3257.TW",2.74,60,51.67,13.08,39.93,-24.62,24.68
